model_id,sample_name,outcome,model_stage,term,term_variable,estimate_log_odds,std_error,statistic,p_value,odds_ratio,conf_low_or,conf_high_or,significance,coefficient_status
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M2_school_context,num_H1ED244,num_H1ED24,0.8464873103614144,0.31036261380394337,2.7274139110587012,0.006418091412467483,2.331442816222676,1.2689332505452624,4.283618230494494,**,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M2_school_context,num_H1ED203,num_H1ED20,0.6414284986874659,0.3097150097444421,2.071028133950413,0.03843607786581554,1.8991919356610487,1.0349851508280348,3.4850065294118036,*,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M3_knowledge_attitudes,num_H1HS9,num_H1HS9,53.213503284471365,0.07281565694305137,730.7975443535349,0,1289231295257547e8,11177608666707586e7,14870061944663129e7,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M4_peers_relationships,a_age_wave1,a_age_wave1,0.4757796402888718,0.11989333637269722,3.968357664264809,7.399938833979956e-5,1.6092683589731054,1.272252181289228,2.035559214815173,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M4_peers_relationships,num_H1PF93,num_H1PF9,-0.4966494460156891,0.24054911289419423,-2.0646488363236695,0.039038695521240764,0.6085662817575569,0.3797942169493092,0.9751410178571749,*,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,53.2031348113789,0.10255688242633124,518.767083716647,0,12759329959282791e7,10435894687513803e7,15600052116723325e7,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M0_core_controls,strict_grade_10_12_age_15_19,a_sex_ever,M0_core_controls,a_age_wave1,a_age_wave1,0.30278361837601625,0.061762720815916064,4.902368522242787,9.939577185527827e-7,1.3536215339252706,1.199288765395535,1.52781490994948,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M0_core_controls,strict_grade_10_12_age_15_19,a_sex_ever,M0_core_controls,a_grade_wave112,a_grade_wave1,0.3900763584671904,0.1489390046807564,2.6190342771747424,0.00885946715544751,1.4770935781780963,1.103134760662383,1.977823124152933,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M0_core_controls,strict_grade_10_12_age_15_19,a_sex_ever,M0_core_controls,a_grade_wave111,a_grade_wave1,0.26895333020974116,0.11083028639238786,2.426713301610792,0.015291101952531807,1.3085940678106616,1.0530871243265478,1.6260937910567947,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M1_family_context,strict_grade_10_12_age_15_19,a_sex_ever,M1_family_context,num_H1PR56,num_H1PR5,24.994446790013686,1.5525152650580043,16.099324336807637,2.9188112167621777e-55,71606149207.64879,3415251150.147538,1501336323135.8713,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M1_family_context,strict_grade_10_12_age_15_19,a_sex_ever,M1_family_context,num_H1PR76,num_H1PR7,-12.111556827379834,1.1293311476720438,-10.724539788303982,3.345717795429062e-26,5.495632745722395e-6,6.007746826288563e-7,5.027172440705912e-5,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M1_family_context,strict_grade_10_12_age_15_19,a_sex_ever,M1_family_context,a_age_wave1,a_age_wave1,0.3167633778849523,0.08115288620178451,3.9032915859249724,9.770099266043557e-5,1.3726777275871167,1.1708192540742095,1.60933819396713,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M1_family_context,strict_grade_10_12_age_15_19,a_sex_ever,M1_family_context,num_H1WP87,num_H1WP8,-0.6403746856904547,0.17161824369727882,-3.7313905089252963,1.951720393585569e-4,0.5270948921255768,0.37653418338621203,0.7378587059648276,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M1_family_context,strict_grade_10_12_age_15_19,a_sex_ever,M1_family_context,num_H1WP86,num_H1WP8,-0.6693692440303174,0.24731150434074675,-2.706583528391214,0.006849619705980272,0.5120314428405448,0.31534128174448606,0.8314046198042843,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M1_family_context,strict_grade_10_12_age_15_19,a_sex_ever,M1_family_context,num_H1WP135,num_H1WP13,-1.0508705200449484,0.4266726508237023,-2.4629432376699474,0.013855031353111988,0.34963325383991756,0.15150314189613498,0.8068704758248105,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M1_family_context,strict_grade_10_12_age_15_19,a_sex_ever,M1_family_context,num_H1PR55,num_H1PR5,-0.9040548210363049,0.42617456463362613,-2.1213251471577217,0.03400419051179731,0.4049244303411283,0.17563330219649578,0.9335575442500486,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,num_H1PR26,num_H1PR2,13.30929191125167,0.43359565508532244,30.695169001711243,1.9163958367193422e-181,602770.5632925325,257672.4354712604,1410055.178418653,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,a_age_wave1,a_age_wave1,0.31723390733198686,0.0660518029693636,4.802804663471904,1.6369253979083089e-6,1.3733237648570953,1.2065588393379008,1.563138159226631,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,num_H1ED244,num_H1ED24,0.6766628323621324,0.19168567643754994,3.5300646607394537,4.213530242584092e-4,1.9673015503550808,1.3511538168179738,2.864422497169251,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,num_H1ED235,num_H1ED23,0.8110135369932104,0.2418286259764885,3.3536705330826315,8.068138765715624e-4,2.2501874795583467,1.4007802882068665,3.6146594407340715,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,num_H1ED233,num_H1ED23,0.5226060272193428,0.15645009606779933,3.3404008073786406,8.462313172701504e-4,1.6864167761451652,1.2410575002177064,2.2915953067162134,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,a_grade_wave112,a_grade_wave1,0.46832193311347636,0.15802711947683926,2.963554196671379,0.003063657056132109,1.5973115474021546,1.1718559557354884,2.1772336155964966,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,num_H1ED234,num_H1ED23,0.4944522395439354,0.1690927013425544,2.9241489172395165,0.00347840964789965,1.6395998850573053,1.1770726427202851,2.283875850573789,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,a_grade_wave111,a_grade_wave1,0.2869364024652527,0.11474655648665712,2.500610138123126,0.012447921575291973,1.3323394772749966,1.0639976175278645,1.6683575728579327,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,num_H1ED243,num_H1ED24,0.3422902682320361,0.13789595882612762,2.4822356735169326,0.013107352282307475,1.4081689849184083,1.0746705923844802,1.8451606512153567,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1MO34,num_H1MO3,1.753809021800464,0.1727491082975981,10.152347754983166,8.016166045036446e-24,5.776563881855292,4.117395361109614,8.104320172003693,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1MO35,num_H1MO3,1.787899951267118,0.21661068628712696,8.253978517464176,2.293465293047061e-16,5.976887522435568,3.909240095547953,9.138140299064618,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1PF63,num_H1PF6,-1.6348981295000586,0.23836212894017816,-6.858883736142371,8.440435778217027e-12,0.1949722322063146,0.12220101793290787,0.3110790071518391,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1MO33,num_H1MO3,1.1196316251530258,0.16578689300080696,6.753438736243016,1.7359274374212777e-11,3.063725396019734,2.2137531097819703,4.24004522488993,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1PF64,num_H1PF6,-1.7775580242766356,0.2680011938069251,-6.632649649901312,3.9149325871965425e-11,0.16905046075512697,0.09997447614347434,0.2858535436635655,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1MO104,num_H1MO10,1.006864811127987,0.2030079121743563,4.959731866328572,7.463722433008284e-7,2.7370065169948297,1.8385354493924857,4.07455003195479,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1PA35,num_H1PA3,0.7708853472832055,0.15882125112259754,4.853792183567062,1.2749944815184636e-6,2.161679243675307,1.5834336655441945,2.9510911977046286,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1PF62,num_H1PF6,-0.495248404982346,0.10713339664245093,-4.622726624034871,3.9519702624121065e-6,0.6094195056510837,0.4939950103251758,0.7518135327390042,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1MO32,num_H1MO3,0.7932508413431139,0.17784095396455432,4.460450889738353,8.488165401121379e-6,2.2105709737931893,1.5599949304936183,3.1324614809041273,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1PA34,num_H1PA3,0.6081602113868392,0.16264455793413438,3.7391980347299647,1.8815891321244833e-4,1.837048506908037,1.3355949898379917,2.526774390747307,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1MO103,num_H1MO10,0.678346416504661,0.1844687785731661,3.6772966230467423,2.3997512102240712e-4,1.970616457728578,1.3727109915628322,2.8289488809655094,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1MO105,num_H1MO10,0.9403726271974819,0.2750490062498868,3.418927557742699,6.373175091596683e-4,2.560935514780893,1.4937303397653492,4.390612238549253,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,num_H1PF65,num_H1PF6,-1.4391007307882187,0.5481902603137966,-2.6251847852321286,0.008705438882653039,0.23714091634961998,0.08097995362882959,0.6944411757123679,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,a_age_wave1,a_age_wave1,0.19094409397162088,0.07537925045244162,2.5331121339829665,0.011357494044939348,1.2103917819924204,1.0441475000825517,1.4031047010110715,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,a_grade_wave111,a_grade_wave1,0.28085900961825483,0.13261121119486197,2.1179130111823965,0.034266858781058895,1.324266881879351,1.0211618377451854,1.7173406894197534,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,num_H1PF124,num_H1PF12,-1.318374810507256,0.23199254632804373,-5.6828326227474495,1.4500531906838549e-8,0.2675698004272788,0.16980913613011175,0.42161216841617455,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,a_age_wave1,a_age_wave1,0.31800099905259044,0.06451222897300192,4.92931346684165,8.693925890062428e-7,1.3743776343024112,1.2111339024584746,1.5596243139064931,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,num_H1PF123,num_H1PF12,-0.6633051721850161,0.15470640992537898,-4.287509305561123,1.8630515068324722e-5,0.5151458718136144,0.38040084170141436,0.6976200895341556,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,num_H1PF95,num_H1PF9,-1.237267518462938,0.39008318167575506,-3.1718043140126446,0.001530032267944035,0.2901760362935304,0.135087771229689,0.6233142443060656,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,num_H1PF122,num_H1PF12,-0.360618869011758,0.12434128446096943,-2.9002343877584424,0.003755572678480848,0.6972446893896481,0.5464416286163518,0.8896653026107301,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,num_H1PF125,num_H1PF12,-1.1747060313597837,0.48104684782784163,-2.441978440694805,0.014663600152942727,0.3089097761285509,0.12032512161140918,0.7930617356529085,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,a_grade_wave111,a_grade_wave1,0.2513092763677287,0.11672772167857982,2.152952809785247,0.031400779478366565,1.2857076618429777,1.0227784983545245,1.6162289238395229,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,num_H1PF175,num_H1PF17,0.6679799057036113,0.31149522346608555,2.144430653770004,0.03207740344069357,1.9502935616943398,1.0591315371235304,3.5912866754176926,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,num_H1PF174,num_H1PF17,0.4000388247393023,0.19610150933991435,2.039957907952107,0.041440727011598975,1.4918826184706142,1.0158034405692487,2.191087033577542,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1MO34,num_H1MO3,1.502602335386853,0.20100914473358364,7.475293412040499,1.0211369335538361e-13,4.493367116905137,3.030187236113691,6.663069465363841,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1MO35,num_H1MO3,1.5909706867338005,0.2506959660119562,6.346215745082726,2.561025353931884e-10,4.908511243341307,3.0029843975010992,8.023179423128921,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1PF63,num_H1PF6,-1.4367812689858661,0.25866119058038056,-5.554684356636708,3.039441551309561e-8,0.23769159403791681,0.1431650379693424,0.3946305234688952,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1PF64,num_H1PF6,-1.5444480053540381,0.28605274913418133,-5.399172040921621,7.24950319198441e-8,0.21342965073759051,0.1218321021897656,0.37389337453126903,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1MO33,num_H1MO3,0.9564578607377053,0.1887432854933703,5.067506683681743,4.28983540622501e-7,2.602461845627632,1.7977232823440736,3.7674361368432803,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,1.6123477181498103,0.34105817265117877,4.727485946507014,2.384332105877384e-6,5.0145702165477815,2.5699172495074296,9.78471756688186,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1PF62,num_H1PF6,-0.46615797615670107,0.11668184983476501,-3.995119864973298,6.630941413603099e-5,0.6274081606880748,0.49914711760019176,0.7886272127354902,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1BC63,num_H1BC6,-0.5815414744225009,0.15530347362300231,-3.744549048749465,1.8431717017651836e-4,0.55903596241188,0.41232793697023656,0.7579433243504329,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1PA35,num_H1PA3,0.605150246993183,0.16828455080925814,3.595994071250721,3.2867826316152827e-4,1.8315273696944425,1.3169421910874217,2.547182806232353,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1MO104,num_H1MO10,0.7976800847063219,0.22392217419126245,3.5623094835841753,3.7367081321501295e-4,2.220383846365554,1.4315998903132656,3.4437725642199344,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1MO32,num_H1MO3,0.6482911224975951,0.18992230220663417,3.413454423021151,6.504653652387073e-4,1.912270199734578,1.3179050732722535,2.7746894605340846,***,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1MO103,num_H1MO10,0.6373885363505126,0.19993308097652165,3.188009374123344,0.0014481780949990712,1.8915347495566641,1.278285462545213,2.7989864655554917,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1PA7,num_H1PA7,0.3644688860036938,0.12548550452052173,2.9044700214285633,0.0037072514391115136,1.4397491341332413,1.1258263475134243,1.8412054166397105,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1PF65,num_H1PF6,-1.5392860048629775,0.5301514645088872,-2.903483453146575,0.0037189164434166242,0.21453422314844361,0.07589663916777448,0.6064159547323972,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1PA34,num_H1PA3,0.46635043046425745,0.1689452395963321,2.760364432750683,0.00581088511297082,1.5941655456492143,1.1447860467993818,2.219946507943784,**,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1MO105,num_H1MO10,0.7576456999718097,0.2981540602136133,2.541121524318644,0.011102689377796683,2.1332479980252836,1.1891797003048845,3.8267950755568303,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1WP87,num_H1WP8,-0.4169616680768328,0.16694659810298573,-2.497575109734301,0.012560948395641328,0.6590461819675574,0.4751251669181123,0.9141630463049614,*,estimated
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,num_H1WP86,num_H1WP8,-0.6090244096418544,0.2489305426787598,-2.446563620068868,0.014482965305288241,0.5438812156018739,0.3338951447086888,0.8859271581880969,*,estimated
