model_id,sample_name,outcome,model_stage,term,term_variable,estimate_log_odds,std_error,statistic,p_value,odds_ratio,conf_low_or,conf_high_or,significance,coefficient_status
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,num_H1PF124,num_H1PF12,-1.3105125219692348,0.22958085553696314,-5.70828311839895,1.250503504657322e-8,0.2696818031099962,0.1719604107325175,0.42293615500713566,***,estimated
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,a_age_wave1,a_age_wave1,0.3084860526689885,0.06264903634346325,4.924035079769837,8.92769984854101e-7,1.36136252204146,1.2040536930344017,1.5392236468694864,***,estimated
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,num_H1PF123,num_H1PF12,-0.6702652275671834,0.15453890736922782,-4.337194037264485,1.4898074184795433e-5,0.5115728765619976,0.37788646485291805,0.6925540668300438,***,estimated
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,num_H1PF95,num_H1PF9,-1.2386173844840562,0.38949011654329496,-3.180099653045686,0.0014869700411556026,0.28978460177351134,0.13506245027082295,0.6217502737189227,**,estimated
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,num_H1PF122,num_H1PF12,-0.35433930298023286,0.12398847326488743,-2.8578406818771516,0.004294191175190625,0.7016368594848589,0.5502642230437015,0.8946507186397219,**,estimated
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,num_H1PF125,num_H1PF12,-1.174808302395082,0.4806707700375414,-2.444101816932465,0.01457747228732325,0.30887818522137744,0.12040153323618831,0.7923963320176063,*,estimated
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,a_grade_wave111,a_grade_wave1,0.25534306935018863,0.11605356143102674,2.2002174358254813,0.027866028190581083,1.2909044146527504,1.0282703192608214,1.6206187969792678,*,estimated
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,num_H1PF175,num_H1PF17,0.6702031647996544,0.3105675654720717,2.1579947145508456,0.031005886269371948,1.954634393203882,1.0634206454587927,3.592741618672624,*,estimated
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,num_H1PF174,num_H1PF17,0.3891645352990315,0.19447175869688033,2.0011365038643754,0.04546593197843951,1.475747343889056,1.0080319728598655,2.1604773277348825,*,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1MO34,num_H1MO3,1.4988061673039812,0.20070430529777192,7.467733016889199,1.0793861860558951e-13,4.476341875855392,3.020510113628635,6.633858466199513,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1MO35,num_H1MO3,1.5918166317109894,0.2502330250819373,6.36133712242722,2.3232518799217257e-10,4.912665330589978,3.008254176098439,8.02268666063376,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1PF63,num_H1PF6,-1.4304384712019689,0.2581785095945168,-5.540501699574256,3.292395864012378e-8,0.23920401517402168,0.1442123590642942,0.39676600013084756,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1PF64,num_H1PF6,-1.5734796978401167,0.28748616474521316,-5.473236248549997,4.804304922147314e-8,0.20732250606209546,0.118013933528113,0.364216497449671,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1MO33,num_H1MO3,0.9514806721578857,0.18832243485452177,5.052402136223972,4.6392774161337177e-7,2.5895410834582995,1.7902740341567813,3.7456405527753622,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,1.544511820203739,0.3297847649455878,4.68339348683549,2.9542227015376403e-6,4.685683612514923,2.4550169878336567,8.943168631987707,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1PF62,num_H1PF6,-0.45829557584381725,0.11668195202129206,-3.9277331918494793,8.779155573887606e-5,0.632360538081887,0.5030869797791476,0.7948523142037163,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1BC63,num_H1BC6,-0.5867261874704737,0.15524350007223328,-3.7793929355977913,1.6044368075403162e-4,0.5561450221870337,0.4102438878948342,0.7539351464578172,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1PA35,num_H1PA3,0.6020228788045346,0.16804718519243098,3.582463330850545,3.4608644681145275e-4,1.8258084564965449,1.3134409801018383,2.5380482033961096,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1MO104,num_H1MO10,0.7904243776764321,0.2234420927736015,3.5374909349659323,4.1041814807408133e-4,2.204331696951536,1.4225881818321606,3.41566047872491,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1MO32,num_H1MO3,0.6309857437659284,0.18989589985302593,3.322798144953596,9.024880956676535e-4,1.879462334715946,1.295361465386153,2.726944379623719,***,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1MO103,num_H1MO10,0.632393185454009,0.19949546960917408,3.169962639717647,0.0015408110175404016,1.8821094307366808,1.2730073139721885,2.7826516551697855,**,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1PA7,num_H1PA7,0.36706295604650435,0.12546833380463093,2.925542604383867,0.0034658212822683116,1.4434887926021858,1.1287885994405376,1.8459257077904951,**,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1PF65,num_H1PF6,-1.5362921977903419,0.5292017268912323,-2.903037007863163,0.0037241153594939898,0.2151774596055175,0.07626603561198937,0.6071030013654641,**,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1PA34,num_H1PA3,0.45838635741491546,0.16841610638913918,2.721748930329599,0.006533381874480425,1.581519916985022,1.1368835477427288,2.2000540449252073,**,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1MO105,num_H1MO10,0.7468443100074752,0.2980059531602838,2.506138894499808,0.012261264123810326,2.110329950711435,1.176745576033406,3.784584018477161,*,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1WP87,num_H1WP8,-0.4059823854018737,0.16699125373806512,-2.4311595746126873,0.015112065935688052,0.666321904314083,0.48032839981765385,0.9243361007537657,*,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1WP86,num_H1WP8,-0.592964398128357,0.2483533171671785,-2.3875839666325223,0.017024549018041735,0.5526864711830286,0.339684885058522,0.899252068210579,*,estimated
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,num_H1GI1Y78,num_H1GI1Y,-1.398067170028009,0.7038257582095928,-1.9863825012378666,0.04708683475822508,0.2470740548638041,0.06218971440847454,0.9816026519414832,*,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M1_family_context,num_H1WP132,num_H1WP13,-2.4446139155904394,1.1892017985587289,-2.0556762683618763,0.040816232070748845,0.0867596249748997,0.008434292520585687,0.8924557107088025,*,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M3_knowledge_attitudes,num_H1SE26,num_H1SE2,-17.315656667404177,0.7121196572968199,-24.31565606984334,1.174527916591673e-79,3.019297162185083e-8,7.477171967165605e-9,1.2191983003213716e-7,***,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M3_knowledge_attitudes,num_H1SE25,num_H1SE2,15.873342941542262,0.8837610181302756,17.961125933258085,9.162881465738146e-53,7828981.176383787,1384945.499110988,44256576.377565965,***,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M3_knowledge_attitudes,num_H1SE35,num_H1SE3,-1.6202114335435556,0.6230200451336743,-2.6005767329619793,0.009667015387008718,0.19785686108353656,0.058347969352873535,0.6709288757090559,**,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M3_knowledge_attitudes,num_H1PA35,num_H1PA3,1.3653957424115668,0.5611789763504359,2.43308427427425,0.015427672850810011,3.9172729763415166,1.3040632263121272,11.767088636163026,*,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M3_knowledge_attitudes,num_H1SE32,num_H1SE3,-0.8131691043022856,0.35869114660097107,-2.267045373179791,0.02394428667416444,0.4434504961575872,0.21954374957385256,0.8957136922554906,*,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M3_knowledge_attitudes,num_H1PA34,num_H1PA3,1.238661278389659,0.5542471309532694,2.234853748830853,0.026003013185712954,3.450990455492057,1.164552510094704,10.226533385711203,*,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M3_knowledge_attitudes,num_H1MO23,num_H1MO2,2.1472674189679712,0.9998804780356895,2.1475240952662418,0.03237858354270523,8.561431598349495,1.2062322783237027,60.76616612770414,*,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M4_peers_relationships,num_H1PF125,num_H1PF12,-3.774257862504948,1.1657292807020871,-3.237679558183367,0.0012912164333748865,0.02295411943499305,0.002336532578380168,0.225501499063711,**,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M6_final_parsimonious_model,num_H1SE26,num_H1SE2,-17.86340699124457,1.386172169583425,-12.88686022069893,2.957580136967245e-28,1.7459062340948695e-8,1.1536852608466137e-9,2.642131854934564e-7,***,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M6_final_parsimonious_model,num_H1SE25,num_H1SE2,14.32980233518618,1.1383205885136636,12.588547092780775,2.5097790374346613e-27,1672453.6125205753,179637.09964538531,15570843.058336932,***,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M6_final_parsimonious_model,num_H1PF125,num_H1PF12,-16.547175571779622,1.6842216629155282,-9.824820530532234,6.277567293018774e-19,6.51107890024227e-8,2.398913210535461e-9,1.7672231016526565e-6,***,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M6_final_parsimonious_model,num_H1MO23,num_H1MO2,4.053734597403969,1.3073251163807746,3.100785372062927,0.00220020028642762,57.61221420568377,4.44321124898477,747.0199006270493,**,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M6_final_parsimonious_model,num_H1MO24,num_H1MO2,3.1710341591002713,1.2818344456110773,2.473825048123569,0.01417606473948235,23.832117818294392,1.9321601885909543,293.9558754283527,*,estimated
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M6_final_parsimonious_model,num_H1MO25,num_H1MO2,2.554462838676845,1.2369290510147215,2.0651652061864643,0.0401592867464942,12.864387549792054,1.138921655694453,145.3062782710338,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M1_family_context,num_H1WP144,num_H1WP14,-4.690384365634899,1.4743525280608092,-3.181318088017987,0.0015101976568326367,0.009183155788307125,5.10502348165252e-4,0.16519091544907152,**,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M1_family_context,num_H1RM1,num_H1RM1,-0.30448943891736074,0.09662404657035878,-3.151280139107407,0.0016728014984214005,0.7374998169899888,0.6102585432630993,0.8912713899128062,**,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M1_family_context,a_age_wave1,a_age_wave1,0.6822341198241922,0.2735921523686841,2.4936172836742596,0.012801926252171025,1.9782925413725678,1.1571886676673206,3.3820253244784304,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M1_family_context,num_H1WP143,num_H1WP14,-3.3281095510054652,1.4524347397100394,-2.291400405136193,0.02214279381032207,0.035860834106117234,0.0020810522144714544,0.6179563462385682,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M1_family_context,num_H1WP145,num_H1WP14,-2.4710597940844417,1.0892290492466057,-2.2686319243813924,0.02349839105367689,0.08449526395289862,0.009992217583675298,0.71450101748525,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,num_H1HS9,num_H1HS9,1.845432136142018,0.3218720265901982,5.7334343580331995,1.1645662990911466e-8,6.330834981976802,3.3688214463868897,11.897178941319977,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,num_H1GH464,num_H1GH46,-2.4883190829484616,0.6596925245818139,-3.7719376682733117,1.6759965771993312e-4,0.0830494485477024,0.022792666690741117,0.3026065794608959,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,num_H1GH465,num_H1GH46,-2.290296626037847,0.672509760183989,-3.405596114190603,6.757470979005677e-4,0.10123642803916284,0.027094737558168783,0.3782584843320871,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,num_H1MO55,num_H1MO5,2.027893678424253,0.6789086302898631,2.9869905727350003,0.002858183099000165,7.598065522842231,2.0081878797320822,28.74760886272543,**,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,num_H1MO54,num_H1MO5,1.604467884002857,0.5470527850579656,2.9329306564682747,0.003403269337911097,4.97521150862264,1.702749717598857,14.536915965804045,**,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,num_H1GH462,num_H1GH46,-3.3710804577805393,1.2023607825857068,-2.8037179078071284,0.005109786426096069,0.03435250085805007,0.0032545293990183994,0.3626006007376242,**,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,num_H1GH463,num_H1GH46,-1.8107834177373752,0.68399563438163,-2.6473610747156653,0.008188113752397383,0.16352597745684513,0.042791539929754784,0.6249072911868413,**,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,num_H1MO102,num_H1MO10,-1.4097315443528897,0.6377170263537459,-2.210591039748878,0.027198477157699893,0.24420883359480305,0.06997222397708396,0.8523089737045627,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1MO105,num_H1MO10,-17.316529522234,0.7191440446337773,-24.079361640340647,4.7284812990417893e-101,3.016662903904181e-8,7.368498744105801e-9,1.235021595555142e-7,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1GH444,num_H1GH44,14.623548689916525,1.0061639798204756,14.533961643633601,1.7132521035852754e-43,2243502.211011508,312221.23107269104,16120947.808452131,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1GH445,num_H1GH44,14.905666450848264,1.055680421266281,14.119487442013016,2.382658324385981e-41,2974737.7768691746,375694.9632508952,23553855.405889463,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1GH462,num_H1GH46,-19.311985768669253,1.3708726448063016,-14.0873667892016,3.4791792537699966e-41,4.101201863845553e-9,2.7925489403586556e-10,6.02311976879804e-8,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1GH442,num_H1GH44,15.145765670044709,1.3137882594066923,11.528315587844077,6.279658217799978e-29,3782008.100463321,288007.1777664222,49663988.873119615,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1GH443,num_H1GH44,14.250767011530536,1.2798409557468973,11.134795263067659,3.33933660224692e-27,1545359.3210467917,125778.6302845304,18986813.783421554,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1MO54,num_H1MO5,2.5324275103620666,0.5834281683079461,4.34059863394425,1.568127187613214e-5,12.584016920534411,4.0104694347069385,39.48602138339652,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,2.2548128005519783,0.5626483827461153,4.007498945517135,6.600568337170725e-5,9.533508475567611,3.1645851424494205,28.72028394324428,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1RM1,num_H1RM1,-0.38451152802958105,0.12783430695405784,-3.007889956862441,0.0026977324670317826,0.6807830984602633,0.5299001058866879,0.8746282969195377,**,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1GH464,num_H1GH46,-3.0606964517795463,1.0744860502628888,-2.848521347513727,0.004483989573479653,0.04685505156989727,0.005703420991111082,0.384926145385254,**,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1GH465,num_H1GH46,-3.139894808489586,1.2448749723843768,-2.522257156857748,0.011817562849963187,0.043287351124328126,0.0037731323728844458,0.496615168030379,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1MO55,num_H1MO5,2.3966774520070313,0.9559017898152756,2.507242352240161,0.012328241584711542,10.986612124966168,1.6872668039593606,71.53915770831519,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,num_H1WP144,num_H1WP14,-4.204406859391864,1.719624509035181,-2.444956347912722,0.014661805308461949,0.014929638818393732,5.131866714052819e-4,0.43433340666726206,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,a_age_wave1,a_age_wave1,0.8778964713332809,0.4302571276884711,2.0403996002337568,0.041577611595932124,2.40583363994824,1.0351977808434951,5.5912363900069595,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M1_family_context,num_PA21,num_PA21,1.2467801145015371,0.5972858713502699,2.0874093533854587,0.03702942872479085,3.479122526733677,1.0790702671768402,11.217335816039169,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M3_knowledge_attitudes,num_H1BC42,num_H1BC4,-16.624510523646247,0.8512936007362266,-19.528527536526557,9.408219843100948e-77,6.026522956548253e-8,1.1361379671302524e-8,3.196704977436897e-7,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M3_knowledge_attitudes,num_H1HS9,num_H1HS9,2.1202618164036737,0.44603266926782054,4.7536020621183726,2.1674954955779105e-6,8.333319001708846,3.4765408285401587,19.975087021601922,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M3_knowledge_attitudes,num_H1BC45,num_H1BC4,-1.9331667030762874,0.8952726530869495,-2.1593049853702353,0.030966658074153167,0.14468928424303637,0.025024470743216707,0.8365806889417212,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M3_knowledge_attitudes,num_H1BC43,num_H1BC4,-1.6921100240783038,0.8170956469742674,-2.0708836601250344,0.038520988129922024,0.18413059382475638,0.03711932735146651,0.913380656422858,*,estimated
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M6_final_parsimonious_model,num_H1BC42,num_H1BC4,-16.5094833748931,1.091215293071419,-15.129446480193868,6.489178072117263e-48,6.761179580972753e-8,7.964550342814024e-9,5.739627142592892e-7,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,1.9414001023429133,0.5179846606276375,3.747987633437901,1.8572303611750119e-4,6.968500757932331,2.5247705000135707,19.233432430013917,***,estimated
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M6_final_parsimonious_model,num_PA21,num_PA21,1.5234309941473272,0.7132601637705721,2.1358700114329605,0.03286803535825004,4.587939415310386,1.1336483646730675,18.567651782066463,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M1_family_context,num_H1PR86,num_H1PR8,11.340378701082908,1.2113258652770091,9.361955379768565,4.9777378708186074e-20,84151.89351949534,7833.61998903887,903993.4529406928,***,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M1_family_context,num_H1RM1,num_H1RM1,0.10255357967781219,0.035098986298242436,2.921838790624774,0.003557676055025072,1.1079966664238288,1.0343358878658506,1.1869032363745455,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M1_family_context,num_H1PR72,num_H1PR7,-1.8363322148972745,0.7378292618944455,-2.4888308308379097,0.012977488795088575,0.15940100386112344,0.037535145626578025,0.676930370397775,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M1_family_context,num_H1PR74,num_H1PR7,-1.8531733473698786,0.7510819110100996,-2.4673385421806007,0.013778086384861197,0.1567389890283074,0.03596194823716221,0.6831418175567255,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M1_family_context,num_H1PR73,num_H1PR7,-1.774940317408716,0.7369417146049896,-2.4085219797336443,0.016196587296071756,0.169493565012773,0.03998119429541582,0.7185395305720775,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M1_family_context,num_H1PR75,num_H1PR7,-1.8226995481419812,0.7819439989078256,-2.330984764494418,0.019951381507851557,0.16158894447429836,0.03489855739547415,0.7481967429319618,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1SE15,num_H1SE1,-1.0004917748145445,0.2861261309556352,-3.4966808920002976,4.831634724775731e-4,0.3676985718046303,0.20986328344588318,0.6442396091740795,***,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1SE23,num_H1SE2,-0.697115976006153,0.23766138725034172,-2.933231956909528,0.0033993428152768418,0.49801953490689804,0.312568293332798,0.7935016520847407,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1BC45,num_H1BC4,1.1021441233885578,0.3884549107479912,2.837251101463279,0.004604229440850009,3.010614236993346,1.4060333295322704,6.446360760880528,**,estimated
