sample_name,variable,variable_label,variable_class,variable_role,n_total,n_missing,n_nonmissing,pct_missing,pct_nonmissing,weighted_pct_missing,weighted_pct_nonmissing,n_unique_nonmissing,is_binary_01,public_n_nonmissing,availability_class
strict_grade_10_12_age_15_19,num_H1PF17,NA,numeric,numeric_cleaned_item,3240,129,3111,3.98,96.02,4.15,95.85,5,FALSE,3111,high_availability
strict_grade_10_12_age_15_19,num_H1WP1,NA,numeric,numeric_cleaned_item,3240,105,3135,3.24,96.76,3.58,96.42,2,TRUE,3135,high_availability
strict_grade_10_12_age_15_19,num_H1WP2,NA,numeric,numeric_cleaned_item,3240,101,3139,3.12,96.88,3.41,96.59,2,TRUE,3139,high_availability
strict_grade_10_12_age_15_19,num_H1WP8,NA,numeric,numeric_cleaned_item,3240,103,3137,3.18,96.82,3.41,96.59,8,FALSE,3137,high_availability
strict_grade_10_12_age_15_19,num_H1ED19,NA,numeric,numeric_cleaned_item,3240,4,3236,0.12,99.88,0.09,99.91,5,FALSE,3236,high_availability
strict_grade_10_12_age_15_19,num_H1ED20,NA,numeric,numeric_cleaned_item,3240,2,3238,0.06,99.94,0.06,99.94,5,FALSE,3238,high_availability
strict_grade_10_12_age_15_19,num_H1ED23,NA,numeric,numeric_cleaned_item,3240,2,3238,0.06,99.94,0.06,99.94,5,FALSE,3238,high_availability
strict_grade_10_12_age_15_19,num_H1ED24,NA,numeric,numeric_cleaned_item,3240,2,3238,0.06,99.94,0.06,99.94,5,FALSE,3238,high_availability
strict_grade_10_12_age_15_19,num_H1PR2,NA,numeric,numeric_cleaned_item,3240,9,3231,0.28,99.72,0.37,99.63,6,FALSE,3231,high_availability
strict_grade_10_12_age_15_19,num_BIO_SEX,NA,numeric,numeric_cleaned_item,3240,0,3240,0,100,0,100,2,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,num_H1RM1,NA,numeric,numeric_cleaned_item,3240,223,3017,6.88,93.12,7.12,92.88,12,FALSE,3017,high_availability
strict_grade_10_12_age_15_19,num_H1RF1,NA,numeric,numeric_cleaned_item,3240,963,2277,29.72,70.28,27.72,72.28,12,FALSE,2277,moderate_availability
strict_grade_10_12_age_15_19,num_PA55,NA,numeric,numeric_cleaned_item,3240,876,2364,27.04,72.96,26.26,73.74,133,FALSE,2364,moderate_availability
strict_grade_10_12_age_15_19,num_PA21,NA,numeric,numeric_cleaned_item,3240,547,2693,16.88,83.12,16.68,83.32,2,TRUE,2693,high_availability
strict_grade_10_12_age_15_19,num_H1TS8,NA,numeric,numeric_cleaned_item,3240,4,3236,0.12,99.88,0.12,99.88,2,TRUE,3236,high_availability
strict_grade_10_12_age_15_19,num_H1GH44,NA,numeric,numeric_cleaned_item,3240,12,3228,0.37,99.63,0.34,99.66,5,FALSE,3228,high_availability
strict_grade_10_12_age_15_19,num_H1GH46,NA,numeric,numeric_cleaned_item,3240,12,3228,0.37,99.63,0.32,99.68,5,FALSE,3228,high_availability
strict_grade_10_12_age_15_19,num_H1RP5,NA,numeric,numeric_cleaned_item,3240,32,3208,0.99,99.01,1.31,98.69,5,FALSE,3208,high_availability
strict_grade_10_12_age_15_19,num_H1RP6,NA,numeric,numeric_cleaned_item,3240,37,3203,1.14,98.86,1.45,98.55,5,FALSE,3203,high_availability
strict_grade_10_12_age_15_19,num_H1BC6,NA,numeric,numeric_cleaned_item,3240,65,3175,2.01,97.99,2.22,97.78,5,FALSE,3175,high_availability
strict_grade_10_12_age_15_19,num_H1BC1,NA,numeric,numeric_cleaned_item,3240,47,3193,1.45,98.55,1.74,98.26,5,FALSE,3193,high_availability
strict_grade_10_12_age_15_19,num_H1BC2,NA,numeric,numeric_cleaned_item,3240,58,3182,1.79,98.21,2.03,97.97,5,FALSE,3182,high_availability
strict_grade_10_12_age_15_19,num_H1BC3,NA,numeric,numeric_cleaned_item,3240,49,3191,1.51,98.49,1.7,98.3,5,FALSE,3191,high_availability
strict_grade_10_12_age_15_19,num_H1BC4,NA,numeric,numeric_cleaned_item,3240,58,3182,1.79,98.21,2.01,97.99,5,FALSE,3182,high_availability
strict_grade_10_12_age_15_19,num_H1BC5,NA,numeric,numeric_cleaned_item,3240,73,3167,2.25,97.75,2.52,97.48,5,FALSE,3167,high_availability
strict_grade_10_12_age_15_19,num_H1BC7,NA,numeric,numeric_cleaned_item,3240,40,3200,1.23,98.77,1.41,98.59,5,FALSE,3200,high_availability
strict_grade_10_12_age_15_19,num_H1BC8,NA,numeric,numeric_cleaned_item,3240,60,3180,1.85,98.15,1.97,98.03,5,FALSE,3180,high_availability
strict_grade_10_12_age_15_19,num_H1MO1,NA,numeric,numeric_cleaned_item,3240,56,3184,1.73,98.27,2.13,97.87,5,FALSE,3184,high_availability
strict_grade_10_12_age_15_19,num_H1MO2,NA,numeric,numeric_cleaned_item,3240,69,3171,2.13,97.87,2.59,97.41,5,FALSE,3171,high_availability
strict_grade_10_12_age_15_19,num_H1MO3,NA,numeric,numeric_cleaned_item,3240,67,3173,2.07,97.93,2.55,97.45,5,FALSE,3173,high_availability
strict_grade_10_12_age_15_19,num_H1MO5,NA,numeric,numeric_cleaned_item,3240,97,3143,2.99,97.01,3.55,96.45,5,FALSE,3143,high_availability
strict_grade_10_12_age_15_19,num_H1PA3,NA,numeric,numeric_cleaned_item,3240,246,2994,7.59,92.41,8.16,91.84,5,FALSE,2994,high_availability
strict_grade_10_12_age_15_19,num_H1PA6,NA,numeric,numeric_cleaned_item,3240,1097,2143,33.86,66.14,32.1,67.9,5,FALSE,2143,moderate_availability
strict_grade_10_12_age_15_19,num_H1PA7,NA,numeric,numeric_cleaned_item,3240,58,3182,1.79,98.21,2.25,97.75,2,TRUE,3182,high_availability
strict_grade_10_12_age_15_19,num_H1PR3,NA,numeric,numeric_cleaned_item,3240,9,3231,0.28,99.72,0.37,99.63,6,FALSE,3231,high_availability
strict_grade_10_12_age_15_19,num_H1PR5,NA,numeric,numeric_cleaned_item,3240,10,3230,0.31,99.69,0.4,99.6,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,num_H1PR7,NA,numeric,numeric_cleaned_item,3240,10,3230,0.31,99.69,0.43,99.57,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,num_H1PR8,NA,numeric,numeric_cleaned_item,3240,10,3230,0.31,99.69,0.43,99.57,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,num_H1WP9,NA,numeric,numeric_cleaned_item,3240,215,3025,6.64,93.36,6.83,93.17,5,FALSE,3025,high_availability
strict_grade_10_12_age_15_19,num_H1WP10,NA,numeric,numeric_cleaned_item,3240,215,3025,6.64,93.36,6.83,93.17,5,FALSE,3025,high_availability
strict_grade_10_12_age_15_19,num_H1WP13,NA,numeric,numeric_cleaned_item,3240,951,2289,29.35,70.65,27.34,72.66,5,FALSE,2289,moderate_availability
strict_grade_10_12_age_15_19,num_H1WP14,NA,numeric,numeric_cleaned_item,3240,951,2289,29.35,70.65,27.34,72.66,5,FALSE,2289,moderate_availability
strict_grade_10_12_age_15_19,num_H1RP3,NA,numeric,numeric_cleaned_item,3240,12,3228,0.37,99.63,0.64,99.36,5,FALSE,3228,high_availability
strict_grade_10_12_age_15_19,num_H1MO9,NA,numeric,numeric_cleaned_item,3240,62,3178,1.91,98.09,2.32,97.68,5,FALSE,3178,high_availability
strict_grade_10_12_age_15_19,num_H1MO10,NA,numeric,numeric_cleaned_item,3240,56,3184,1.73,98.27,2.13,97.87,5,FALSE,3184,high_availability
strict_grade_10_12_age_15_19,num_H1MO11,NA,numeric,numeric_cleaned_item,3240,74,3166,2.28,97.72,2.69,97.31,5,FALSE,3166,high_availability
strict_grade_10_12_age_15_19,num_H1MO12,NA,numeric,numeric_cleaned_item,3240,70,3170,2.16,97.84,2.59,97.41,5,FALSE,3170,high_availability
strict_grade_10_12_age_15_19,num_H1MO13,NA,numeric,numeric_cleaned_item,3240,61,3179,1.88,98.12,2.35,97.65,5,FALSE,3179,high_availability
strict_grade_10_12_age_15_19,num_H1MO14,NA,numeric,numeric_cleaned_item,3240,60,3180,1.85,98.15,2.24,97.76,5,FALSE,3180,high_availability
strict_grade_10_12_age_15_19,a_sex_ever,NA,integer,candidate_outcome,3240,32,3208,0.99,99.01,1.3,98.7,2,TRUE,3208,high_availability
strict_grade_10_12_age_15_19,a_H1CO8_yesno,NA,integer,candidate_binary_recode,3240,2842,398,87.72,12.28,87.52,12.48,2,TRUE,398,not_recommended_high_missingness
strict_grade_10_12_age_15_19,a_H1CO9_yesno,NA,integer,candidate_binary_recode,3240,3240,0,100,0,100,0,0,FALSE,<10,not_recommended_too_few_cases
strict_grade_10_12_age_15_19,a_H1CO3_yesno,NA,integer,candidate_binary_recode,3240,1494,1746,46.11,53.89,46.38,53.62,2,TRUE,1746,limited_availability_review_required
strict_grade_10_12_age_15_19,a_H1CO6_yesno,NA,integer,candidate_binary_recode,3240,1502,1738,46.36,53.64,46.61,53.39,2,TRUE,1738,limited_availability_review_required
strict_grade_10_12_age_15_19,a_H1CO13_yesno,NA,integer,candidate_binary_recode,3240,2762,478,85.25,14.75,85.35,14.65,2,TRUE,478,not_recommended_high_missingness
strict_grade_10_12_age_15_19,a_H1FP7_yesno,NA,integer,candidate_binary_recode,3240,2348,892,72.47,27.53,72.84,27.16,2,TRUE,892,not_recommended_high_missingness
strict_grade_10_12_age_15_19,a_H1FP8_yesno,NA,integer,candidate_binary_recode,3240,3240,0,100,0,100,0,0,FALSE,<10,not_recommended_too_few_cases
strict_grade_10_12_age_15_19,a_H1CO16D_yesno,NA,integer,candidate_binary_recode,3240,1487,1753,45.9,54.1,46.14,53.86,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,a_H1HS9_yesno,NA,integer,candidate_binary_recode,3240,3,3237,0.09,99.91,0.09,99.91,2,TRUE,3237,high_availability
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,NA,integer,candidate_binary_recode,3240,1487,1753,45.9,54.1,46.15,53.85,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,a_H1CO16C_yesno,NA,integer,candidate_binary_recode,3240,1487,1753,45.9,54.1,46.14,53.86,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,GSWGT1,NA,numeric,weight_or_design_variable,3240,0,3240,0,100,0,100,843,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,CLUSTER2,NA,character,weight_or_design_variable,3240,873,2367,26.94,73.06,27.32,72.68,81,FALSE,2367,moderate_availability
strict_grade_10_12_age_15_19,SCHWT1,NA,numeric,weight_or_design_variable,3240,873,2367,26.94,73.06,27.32,72.68,81,FALSE,2367,moderate_availability
strict_grade_10_12_age_15_19,valid_gswgt1,NA,logical,weight_or_design_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,valid_cluster2,NA,logical,weight_or_design_variable,3240,0,3240,0,100,0,100,2,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,valid_schwt1,NA,logical,weight_or_design_variable,3240,0,3240,0,100,0,100,2,TRUE,3240,high_availability
