variable,original_item,variable_label,variable_class,variable_role_basic,is_binary_01,n_unique_nonmissing,thesis_construct_block,theoretical_model,expected_analytic_use,analysis_role,variable_level,mapping_quality,dictionary_row_id,priority_id,thesis_item_codes,add_health_target_domain,equivalence_strategy,expected_wave_priority,add_health_wave,requested_variable_name,sav_variable_name,available_in_sav,import_decision,add_health_variable_label,public_use_status,final_decision,import_priority,reviewer_notes,theoretical_block,predictor_use_group,main_n_total,main_n_nonmissing,main_pct_nonmissing,main_weighted_pct_nonmissing,main_n_unique_nonmissing,main_is_binary_01,main_availability_class,preliminary_modeling_decision,recommended_general_role,reviewer_note
num_H1MO1,H1MO1,NA,numeric,numeric_cleaned_item,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,56,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1MO1,H1MO1,TRUE,import,S17Q1 IF SEX GAIN MORE RESPECT-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3196,98.07,97.66,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO10,H1MO10,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived severity,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,proxy_equivalent,73,13,SEP1-SEP4,Perceived seriousness of HIV/AIDS,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1MO10,H1MO10,TRUE,import,S17Q10 IF PREGNANT EMBARRASS SELF-W1,public_use_confirmed,,3 - import after review,Consequências percebidas da gravidez; inverter para severidade percebida da gravidez.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3196,98.07,97.67,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO11,H1MO11,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived severity,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,proxy_equivalent,74,13,SEP1-SEP4,Perceived seriousness of HIV/AIDS,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1MO11,H1MO11,TRUE,import,S17Q11 IF PREGNANT HAVE TO QUIT SCH-W1,public_use_confirmed,,3 - import after review,Consequências percebidas da gravidez; inverter para severidade percebida da gravidez.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3178,97.51,97.11,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO12,H1MO12,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived severity,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,proxy_equivalent,75,13,SEP1-SEP4,Perceived seriousness of HIV/AIDS,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1MO12,H1MO12,TRUE,import,S17Q12 IF PREGNANT MARRY WRONG PERSON-W1,public_use_confirmed,,3 - import after review,Consequências percebidas da gravidez; inverter para severidade percebida da gravidez.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3182,97.64,97.21,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO13,H1MO13,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived severity,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,proxy_equivalent,76,13,SEP1-SEP4,Perceived seriousness of HIV/AIDS,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1MO13,H1MO13,TRUE,import,S17Q13 IF PREGNANT GROW UP TOO FAST-W1,public_use_confirmed,,3 - import after review,Consequências percebidas da gravidez; inverter para severidade percebida da gravidez.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3191,97.91,97.45,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO14,H1MO14,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived severity,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,proxy_equivalent,77,13,SEP1-SEP4,Perceived seriousness of HIV/AIDS,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1MO14,H1MO14,TRUE,import,S17Q14 IF PREGNANT MAKE HARD DECISION-W1,public_use_confirmed,,3 - import after review,Consequências percebidas da gravidez; inverter para severidade percebida da gravidez.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3192,97.94,97.56,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO2,H1MO2,NA,numeric,numeric_cleaned_item,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,57,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1MO2,H1MO2,TRUE,import,S17Q2 IF SEX LOSE PARTNER RESPECT-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3183,97.67,97.21,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO3,H1MO3,NA,numeric,numeric_cleaned_item,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,58,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1MO3,H1MO3,TRUE,import,S17Q3 IF SEX WOULD FEEL GUILTY-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3185,97.73,97.26,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO5,H1MO5,NA,numeric,numeric_cleaned_item,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,59,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1MO5,H1MO5,TRUE,import,S17Q5 IF SEX LOT OF PHYSICAL PLEASURE-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3154,96.78,96.23,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1MO9,H1MO9,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived severity,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,proxy_equivalent,72,13,SEP1-SEP4,Perceived seriousness of HIV/AIDS,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1MO9,H1MO9,TRUE,import,S17Q9 IF PREGNANT EMBARRASS FAMILY-W1,public_use_confirmed,,3 - import after review,Consequências percebidas da gravidez; inverter para severidade percebida da gravidez.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3190,97.88,97.48,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1PA3,H1PA3,NA,numeric,numeric_cleaned_item,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,60,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1PA3,H1PA3,TRUE,import,S34Q3 MOM-USE OF BIRTHCONTROL-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3009,92.33,91.76,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1PA7,H1PA7,NA,numeric,numeric_cleaned_item,TRUE,2,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,62,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1PA7,H1PA7,TRUE,import,S34Q7 CONSIDER HAVING CHILD UNMARRIED-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3200,98.19,97.75,2,TRUE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1PF6,H1PF6,NA,numeric,numeric_cleaned_item,FALSE,5,Self-efficacy,Theory of Planned Behaviour / Health Belief Model,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,23,16,AEF1-AEF7; EPC1-EPC3; EIS1-EIS3,"Condom, contraception and refusal self-efficacy",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1PF6,H1PF6,TRUE,import,S18Q6 KNOW HOW TO USE CONDOM-W1,public_use_confirmed,,1 - import first,Conhecimento/autoeficácia percebida para usar preservativo; maior concordância indica maior capacidade.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3219,98.77,98.34,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1RP3,H1RP3,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived severity,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,near_direct_equivalent,71,13,SEP1-SEP4,Perceived seriousness of HIV/AIDS,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1RP3,H1RP3,TRUE,import,S8Q3 WILL SUFFER IF HIV POSITIVE-W1,public_use_confirmed,,3 - import after review,Perceção das consequências de ser HIV positivo; inverter para maior severidade percebida.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3240,99.42,99.15,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1RP5,H1RP5,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived susceptibility,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,direct_equivalent,44,12,SUP1-SUP4,Perceived HIV/STI risk,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1RP5,H1RP5,TRUE,import,S8Q5 RISK OF PREGNANCY W/O PROTECTION-W1,public_use_confirmed,,2 - import second,Risco percebido de gravidez sem proteção.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3219,98.77,98.45,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1RP6,H1RP6,NA,numeric,numeric_cleaned_item,FALSE,5,Perceived susceptibility,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,direct_equivalent,45,12,SUP1-SUP4,Perceived HIV/STI risk,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1RP6,H1RP6,TRUE,import,S8Q6 RISK OF AIDS W/O PROTECTION-W1,public_use_confirmed,,2 - import second,Risco percebido de AIDS sem proteção.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3214,98.62,98.31,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1SE1,H1SE1,NA,numeric,numeric_cleaned_item,FALSE,6,Self-efficacy,Theory of Planned Behaviour / Health Belief Model,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,20,16,AEF1-AEF7; EPC1-EPC3; EIS1-EIS3,"Condom, contraception and refusal self-efficacy",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1SE1,H1SE1,TRUE,import,S9Q1 USE BIRTH CONTROL IF AROUSED-W1,public_use_confirmed,,1 - import first,Autoeficácia/intenção: usar birth control se excitado/aroused; recodificar para maior proteção.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3202,98.25,97.9,6,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1SE2,H1SE2,NA,numeric,numeric_cleaned_item,FALSE,6,Self-efficacy,Theory of Planned Behaviour / Health Belief Model,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,21,16,AEF1-AEF7; EPC1-EPC3; EIS1-EIS3,"Condom, contraception and refusal self-efficacy",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1SE2,H1SE2,TRUE,import,S9Q2 BIRTHCONTROL-ADVANCED PLANNING-W1,public_use_confirmed,,1 - import first,Autoeficácia/planeamento antecipado de birth control; recodificar para maior proteção.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3217,98.71,98.37,6,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1SE3,H1SE3,NA,numeric,numeric_cleaned_item,FALSE,6,Self-efficacy,Theory of Planned Behaviour / Health Belief Model,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,22,16,AEF1-AEF7; EPC1-EPC3; EIS1-EIS3,"Condom, contraception and refusal self-efficacy",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1SE3,H1SE3,TRUE,import,S9Q3 RESIST SEX IF NO BIRTH CONTROL-W1,public_use_confirmed,,1 - import first,Capacidade de resistir sexo sem birth control; recodificar para maior proteção.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3215,98.65,98.32,6,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1TS8,H1TS8,NA,numeric,numeric_cleaned_item,TRUE,2,HIV/AIDS knowledge,Health Belief Model,Outcome or key behavioural variable,health_outcome_or_proxy,behavioural_or_health_outcome,proxy_equivalent,40,11,INA1-INA4; CVS1-CVS9,HIV/AIDS knowledge and information exposure,"Direct, proxy or related health outcome depending on public-use availability",Wave I to Wave III,Wave I,H1TS8,H1TS8,TRUE,import,S4Q8 LEARNED-AIDS-W1,public_use_confirmed,,2 - import second,"Aprendeu sobre AIDS; exposição a informação, não teste de conhecimento factual.",knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,3254,99.85,99.86,2,TRUE,high_availability,candidate_for_modeling,eligible_predictor_block,
H1PF17,H1PF17,S18Q17 FRIENDS KNOW RHYTHM METHOD-W1,haven_labelled,original_imported_variable,FALSE,5,Peer norms,Theory of Planned Behaviour / Socioecological model,Theory of Planned Behaviour construct,planned_behaviour_construct,peer_context,proxy_equivalent,26,18,NPP1-NPP3; NP4-NP6,Peer norms and peer sexual behaviour,Construct-level equivalence likely; check public-use restrictions,Wave I to Wave III,Wave I,H1PF17,H1PF17,TRUE,import,S18Q17 FRIENDS KNOW RHYTHM METHOD-W1,public_use_confirmed,,1 - import first,Perceção de amigos conhecerem método rhythm; proxy de conhecimento contraceptivo dos pares.,peers_relationship_context,peer_relationship_block_predictor,3259,3126,95.92,95.71,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
H1PF9,H1PF9,S18Q9 FRIENDS KNOW WITHDRAWAL METHOD-W1,haven_labelled,original_imported_variable,FALSE,5,Peer norms,Theory of Planned Behaviour / Socioecological model,Theory of Planned Behaviour construct,planned_behaviour_construct,peer_context,proxy_equivalent,25,18,NPP1-NPP3; NP4-NP6,Peer norms and peer sexual behaviour,Construct-level equivalence likely; check public-use restrictions,Wave I to Wave III,Wave I,H1PF9,H1PF9,TRUE,import,S18Q9 FRIENDS KNOW WITHDRAWAL METHOD-W1,public_use_confirmed,,1 - import first,Perceção de amigos conhecerem método withdrawal; proxy de conhecimento contraceptivo dos pares.,peers_relationship_context,peer_relationship_block_predictor,3259,3144,96.47,96.06,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1PF12,H1PF12,NA,numeric,numeric_cleaned_item,FALSE,5,Peer norms,Theory of Planned Behaviour / Socioecological model,Theory of Planned Behaviour construct,planned_behaviour_construct,peer_context,proxy_equivalent,24,18,NPP1-NPP3; NP4-NP6,Peer norms and peer sexual behaviour,Construct-level equivalence likely; check public-use restrictions,Wave I to Wave III,Wave I,H1PF12,H1PF12,TRUE,import,S18Q12 FRIENDS KNOW HOW TO USE CONDOM-W1,public_use_confirmed,,1 - import first,Perceção de amigos saberem usar preservativo; proxy de normas/conhecimento de pares.,peers_relationship_context,peer_relationship_block_predictor,3259,3167,97.18,96.76,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1PF17,H1PF17,NA,numeric,numeric_cleaned_item,FALSE,5,Peer norms,Theory of Planned Behaviour / Socioecological model,Theory of Planned Behaviour construct,planned_behaviour_construct,peer_context,proxy_equivalent,26,18,NPP1-NPP3; NP4-NP6,Peer norms and peer sexual behaviour,Construct-level equivalence likely; check public-use restrictions,Wave I to Wave III,Wave I,H1PF17,H1PF17,TRUE,import,S18Q17 FRIENDS KNOW RHYTHM METHOD-W1,public_use_confirmed,,1 - import first,Perceção de amigos conhecerem método rhythm; proxy de conhecimento contraceptivo dos pares.,peers_relationship_context,peer_relationship_block_predictor,3259,3126,95.92,95.71,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1PF9,H1PF9,NA,numeric,numeric_cleaned_item,FALSE,5,Peer norms,Theory of Planned Behaviour / Socioecological model,Theory of Planned Behaviour construct,planned_behaviour_construct,peer_context,proxy_equivalent,25,18,NPP1-NPP3; NP4-NP6,Peer norms and peer sexual behaviour,Construct-level equivalence likely; check public-use restrictions,Wave I to Wave III,Wave I,H1PF9,H1PF9,TRUE,import,S18Q9 FRIENDS KNOW WITHDRAWAL METHOD-W1,public_use_confirmed,,1 - import first,Perceção de amigos conhecerem método withdrawal; proxy de conhecimento contraceptivo dos pares.,peers_relationship_context,peer_relationship_block_predictor,3259,3144,96.47,96.06,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
H1ED19,H1ED19,S5Q19 FEEL CLOSE TO PEOPLE AT SCHOOL-W1,haven_labelled,original_imported_variable,FALSE,5,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,direct_equivalent,30,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1ED19,H1ED19,TRUE,import,S5Q19 FEEL CLOSE TO PEOPLE AT SCHOOL-W1,public_use_confirmed,,1 - import first,Sentir-se próximo das pessoas da escola; inverter para índice em que maior valor signifique mais conexão.,school_educational_context,school_block_predictor,3259,3254,99.85,99.9,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
H1ED20,H1ED20,S5Q20 FEEL PART OF YOUR SCHOOL-W1,haven_labelled,original_imported_variable,FALSE,5,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,direct_equivalent,31,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1ED20,H1ED20,TRUE,import,S5Q20 FEEL PART OF YOUR SCHOOL-W1,public_use_confirmed,,1 - import first,Sentir-se parte da escola; inverter para índice em que maior valor signifique mais conexão.,school_educational_context,school_block_predictor,3259,3256,99.91,99.93,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
H1ED23,H1ED23,S5Q23 TEACHERS TREAT STUDENTS FAIRLY-W1,haven_labelled,original_imported_variable,FALSE,5,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,near_direct_equivalent,32,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1ED23,H1ED23,TRUE,import,S5Q23 TEACHERS TREAT STUDENTS FAIRLY-W1,public_use_confirmed,,1 - import first,Professores tratam alunos de forma justa; inverter se criar índice positivo.,school_educational_context,school_block_predictor,3259,3256,99.91,99.93,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
H1ED24,H1ED24,S5Q24 FEEL SAFE IN YOUR SCHOOL-W1,haven_labelled,original_imported_variable,FALSE,5,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,near_direct_equivalent,33,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1ED24,H1ED24,TRUE,import,S5Q24 FEEL SAFE IN YOUR SCHOOL-W1,public_use_confirmed,,1 - import first,Sentir-se seguro na escola; inverter se criar índice positivo.,school_educational_context,school_block_predictor,3259,3256,99.91,99.93,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
H1PR2,H1PR2,S35Q2 TEACHERS CARE ABOUT YOU-W1,haven_labelled,original_imported_variable,FALSE,6,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,near_direct_equivalent,34,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1PR2,H1PR2,TRUE,import,S35Q2 TEACHERS CARE ABOUT YOU-W1,public_use_confirmed,,1 - import first,Professores importam-se consigo; pode complementar índice de conexão escolar.,school_educational_context,school_block_predictor,3259,3249,99.69,99.62,6,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1ED19,H1ED19,NA,numeric,numeric_cleaned_item,FALSE,5,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,direct_equivalent,30,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1ED19,H1ED19,TRUE,import,S5Q19 FEEL CLOSE TO PEOPLE AT SCHOOL-W1,public_use_confirmed,,1 - import first,Sentir-se próximo das pessoas da escola; inverter para índice em que maior valor signifique mais conexão.,school_educational_context,school_block_predictor,3259,3254,99.85,99.9,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1ED20,H1ED20,NA,numeric,numeric_cleaned_item,FALSE,5,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,direct_equivalent,31,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1ED20,H1ED20,TRUE,import,S5Q20 FEEL PART OF YOUR SCHOOL-W1,public_use_confirmed,,1 - import first,Sentir-se parte da escola; inverter para índice em que maior valor signifique mais conexão.,school_educational_context,school_block_predictor,3259,3256,99.91,99.93,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1ED23,H1ED23,NA,numeric,numeric_cleaned_item,FALSE,5,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,near_direct_equivalent,32,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1ED23,H1ED23,TRUE,import,S5Q23 TEACHERS TREAT STUDENTS FAIRLY-W1,public_use_confirmed,,1 - import first,Professores tratam alunos de forma justa; inverter se criar índice positivo.,school_educational_context,school_block_predictor,3259,3256,99.91,99.93,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1ED24,H1ED24,NA,numeric,numeric_cleaned_item,FALSE,5,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,near_direct_equivalent,33,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1ED24,H1ED24,TRUE,import,S5Q24 FEEL SAFE IN YOUR SCHOOL-W1,public_use_confirmed,,1 - import first,Sentir-se seguro na escola; inverter se criar índice positivo.,school_educational_context,school_block_predictor,3259,3256,99.91,99.93,5,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
num_H1PR2,H1PR2,NA,numeric,numeric_cleaned_item,FALSE,6,School connectedness,Socioecological model,Socioecological predictor or mediator,socioecological_school_construct,school_context,near_direct_equivalent,34,21,Q01-Q07,School connectedness and school climate,Construct-level equivalence likely,Wave I to Wave II,Wave I,H1PR2,H1PR2,TRUE,import,S35Q2 TEACHERS CARE ABOUT YOU-W1,public_use_confirmed,,1 - import first,Professores importam-se consigo; pode complementar índice de conexão escolar.,school_educational_context,school_block_predictor,3259,3249,99.69,99.62,6,FALSE,high_availability,candidate_for_modeling,eligible_predictor_block,
H1CO9,H1CO9,S24Q9 HOW OFTEN USE CONDOM-W1,haven_labelled,original_imported_variable,FALSE,5,Condom use,Health Belief Model / Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,10,7,ISX3; APC; AEF; IPC,Condom use and intention to use condom,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO9,H1CO9,TRUE,import,S24Q9 HOW OFTEN USE CONDOM-W1,public_use_confirmed,,1 - import first,Frequência de uso de preservativo; maior valor indica maior proteção.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,246,7.55,7.88,5,FALSE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
H1FP7,H1FP7,S32BQ7 EVER BEEN PREGNANT-W1,haven_labelled,original_imported_variable,TRUE,2,Pregnancy outcome,Behavioural risk / reproductive health,Outcome or key behavioural variable,reproductive_health_outcome,behavioural_or_health_outcome,direct_equivalent,14,9,Pregnancy-related outcome,Pregnancy history or pregnancy outcome,Direct or near-direct reproductive health outcome,Wave I to Wave IV,Wave I,H1FP7,H1FP7,TRUE,import,S32BQ7 EVER BEEN PREGNANT-W1,public_use_confirmed,,1 - import first,Indicador principal de gravidez; aplicabilidade varia por sexo e skip pattern.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,896,27.49,27.09,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
H1FP8,H1FP8,S32BQ8 NUMBER OF PREGNANCIES-W1,haven_labelled,original_imported_variable,FALSE,4,Pregnancy outcome,Behavioural risk / reproductive health,Outcome or key behavioural variable,reproductive_health_outcome,behavioural_or_health_outcome,direct_equivalent,15,9,Pregnancy-related outcome,Pregnancy history or pregnancy outcome,Direct or near-direct reproductive health outcome,Wave I to Wave IV,Wave I,H1FP8,H1FP8,TRUE,import,S32BQ8 NUMBER OF PREGNANCIES-W1,public_use_confirmed,,1 - import first,Número de gravidezes; usar apenas entre elegíveis.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,161,4.94,4.78,4,FALSE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
a_H1CO8_yesno,H1CO8,NA,integer,candidate_binary_recode,TRUE,2,Condom use,Health Belief Model / Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,9,7,ISX3; APC; AEF; IPC,Condom use and intention to use condom,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO8,H1CO8,TRUE,import,S24Q8 EVER USE A CONDOM DURING SEX-W1,public_use_confirmed,,1 - import first,Uso de preservativo alguma vez durante sexo; considerar apenas elegíveis conforme skip pattern.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,402,12.34,12.5,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
a_H1CO9_yesno,H1CO9,NA,integer,candidate_binary_recode,FALSE,0,Condom use,Health Belief Model / Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,10,7,ISX3; APC; AEF; IPC,Condom use and intention to use condom,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO9,H1CO9,TRUE,import,S24Q9 HOW OFTEN USE CONDOM-W1,public_use_confirmed,,1 - import first,Frequência de uso de preservativo; maior valor indica maior proteção.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,0,0,0,0,FALSE,not_recommended_too_few_cases,exclude_too_few_cases,exclude_from_modeling,
